"19","In addition, the National Archives in conjunction with the Foundation for the National Archives has a number of educational websites hosted by third parties, including Digital Vaults and Docs Teach. These sites have their own privacy policies and allow visitors to log in, create profiles, and save information in those profiles. This information is only accessible by National Archives employees and contractors who manage these sites.  ","Opt-in","Third Party Sharing/Collection"
"22"," User Accounts    When you voluntarily register for a user account on one of our websites, we ask you to supply some personal information about yourself. An e-mail address and username are required; other information is optional but may be needed to complete specific tasks. Identification of users allows us to support content contributed by the public and to provide a more personalized experience of our websites.  ","Opt-in","First Party Collection/Use"
"22"," User Accounts    When you voluntarily register for a user account on one of our websites, we ask you to supply some personal information about yourself. An e-mail address and username are required; other information is optional but may be needed to complete specific tasks. Identification of users allows us to support content contributed by the public and to provide a more personalized experience of our websites.  ","Opt-in","First Party Collection/Use"
"22"," User Accounts    When you voluntarily register for a user account on one of our websites, we ask you to supply some personal information about yourself. An e-mail address and username are required; other information is optional but may be needed to complete specific tasks. Identification of users allows us to support content contributed by the public and to provide a more personalized experience of our websites.  ","Opt-in","First Party Collection/Use"
"24"," Use of Plug-ins    The first time that you use an area of our site that requires animation software, such as ""Flash"" or ""Shockwave,"" you may see an invitation to go to the software manufacturer's website so you may download software or plug-in needed to view the animation on our website. This prompt occurs because a script can tell whether your browser has the needed capabilities provided by these plug-ins. We do not use ""cookies"" to do this, nor do we read anything on your computer other than your browser's capabilities. We do not endorse or guarantee anything about the product that you may download from a manufacturer's website. If you choose to visit the manufacturer's website to obtain the plug-in, please carefully review their policies for details about personal privacy and use of their software.  ","Opt-in","Third Party Sharing/Collection"
"24"," Use of Plug-ins    The first time that you use an area of our site that requires animation software, such as ""Flash"" or ""Shockwave,"" you may see an invitation to go to the software manufacturer's website so you may download software or plug-in needed to view the animation on our website. This prompt occurs because a script can tell whether your browser has the needed capabilities provided by these plug-ins. We do not use ""cookies"" to do this, nor do we read anything on your computer other than your browser's capabilities. We do not endorse or guarantee anything about the product that you may download from a manufacturer's website. If you choose to visit the manufacturer's website to obtain the plug-in, please carefully review their policies for details about personal privacy and use of their software.  ","Opt-in","User Choice/Control"
"28","External links are intended to support NARA's mission. They are not intended to support private or commercial organizations or businesses. Links to .org, .gov, .edu, .mil or other non-profit sites that share historical and documentary interests inherent to NARA's mission are encouraged because of their general non-commercial, public-interest nature. Links to .com, .net, and other commercial domains are acceptable if supportive of customers' needs and relevant to NARA's mission. NARA cannot support a volume or constant update of changing links that exceed the agency's resources for this maintenance. In cases where NARA links to external web portals, parties that wish to be included among the portal's links should contact the owner of the portal.  ","Opt-in","User Choice/Control"
"38","  It is possible that our site will provide you an opportunity to go to a software manufacturer's website so you may download a related plug-in that will enable your browser to show you a part of our website. This prompt occurs because our system can tell whether your browser has the needed capabilities provided by these plug-ins. Our system does not read or place anything on your hard drive when recognizing your browser's capabilities. While the plug-in(s) are needed to view some content, you retain control and choice about conducting the download. At the time that we create and post the web pages that require these software plug-ins for viewing, they are provided by their manufacturer for download and use free of charge. We cannot guarantee, however, guarantee that the plug-in will remain free, or that the manufacturer will not collect personally identifying information about you when you elect to download the software from their site. If you choose to visit the manufacturer's website to obtain the plug-in, please carefully review their posted policies for details about personal privacy and use of downloaded plug-ins.  ","Other","First Party Collection/Use"
"38","  It is possible that our site will provide you an opportunity to go to a software manufacturer's website so you may download a related plug-in that will enable your browser to show you a part of our website. This prompt occurs because our system can tell whether your browser has the needed capabilities provided by these plug-ins. Our system does not read or place anything on your hard drive when recognizing your browser's capabilities. While the plug-in(s) are needed to view some content, you retain control and choice about conducting the download. At the time that we create and post the web pages that require these software plug-ins for viewing, they are provided by their manufacturer for download and use free of charge. We cannot guarantee, however, guarantee that the plug-in will remain free, or that the manufacturer will not collect personally identifying information about you when you elect to download the software from their site. If you choose to visit the manufacturer's website to obtain the plug-in, please carefully review their posted policies for details about personal privacy and use of downloaded plug-ins.  ","Opt-in","First Party Collection/Use"
"51"," Security    For site security purposes and to ensure that this service remains available to all users, this Government computer system employs software programs to monitor network traffic to identify unauthorized attempts to upload or change information, or otherwise cause damage. Anyone using this system expressly consents to such monitoring and is advised that if such monitoring reveals evidence of possible abuse or criminal activity, such evidence may be provided to appropriate law enforcement officials. Unauthorized attempts to upload or change information on this server are strictly prohibited and may be punishable by law, including the Computer Fraud and Abuse Act of 1986 and the National Information Infrastructure Protection Act of 1996.","Dont use service/feature","User Choice/Control"
