"26","Patient Directory. If you do not object, Kaleida Health will include your name, your location in our facility, your general condition (e.g., fair, stable, critical, etc.) and your religious affiliation in our Patient Directory while you are a patient in the hospital or one of the facilities listed at the beginning of this notice. This directory information, except for your religious affiliation, may be released to people who ask for you by name. Your religious affiliation may be given to a member of the clergy, such as a priest or rabbi, even if he or she doesn't ask for you by name. Kaleida Health's policy is to not disclose protected health information about Behavioral Health patients except as permitted or required by law.  ","Collection","Third Party Sharing/Collection"
"27","Family and Friends Involved In Your Care. If you do not object, Kaleida Health may share your health information with a family member, relative, or close personal friend who is involved in your care or payment for that care. We may also notify a family member, personal representative or another person responsible for your care about your location and general condition here at the hospital, or about the unfortunate event of your death. In some cases, Kaleida Health may need to share your information with a disaster relief organization that will help us notify these persons.  ","Use","Third Party Sharing/Collection"
"28","Behavioral Health patients will be given the opportunity to object each time before information about them is released to family and friends. This will apply whether or not consent was authorized at time of admission in the Kaleida Health Consent for Treatment or Payment Agreement.  ","First party use","User Choice/Control"
"28","Behavioral Health patients will be given the opportunity to object each time before information about them is released to family and friends. This will apply whether or not consent was authorized at time of admission in the Kaleida Health Consent for Treatment or Payment Agreement.  ","Third party sharing/collection","User Choice/Control"
"30","Kaleida Health will not be required to obtain your general written consent before using or disclosing your information for these reasons. Kaleida Health will, however, obtain your written authorization for, or provide you with an opportunity to object to, the use and disclosure of your health information in these situations when state law specifically requires that we do so.  ","First party use","User Choice/Control"
"30","Kaleida Health will not be required to obtain your general written consent before using or disclosing your information for these reasons. Kaleida Health will, however, obtain your written authorization for, or provide you with an opportunity to object to, the use and disclosure of your health information in these situations when state law specifically requires that we do so.  ","First party use","User Choice/Control"
"30","Kaleida Health will not be required to obtain your general written consent before using or disclosing your information for these reasons. Kaleida Health will, however, obtain your written authorization for, or provide you with an opportunity to object to, the use and disclosure of your health information in these situations when state law specifically requires that we do so.  ","Third party sharing/collection","User Choice/Control"
"30","Kaleida Health will not be required to obtain your general written consent before using or disclosing your information for these reasons. Kaleida Health will, however, obtain your written authorization for, or provide you with an opportunity to object to, the use and disclosure of your health information in these situations when state law specifically requires that we do so.  ","Third party sharing/collection","User Choice/Control"
"30","Kaleida Health will not be required to obtain your general written consent before using or disclosing your information for these reasons. Kaleida Health will, however, obtain your written authorization for, or provide you with an opportunity to object to, the use and disclosure of your health information in these situations when state law specifically requires that we do so.  ","First party collection","User Choice/Control"
"32","Communication Barriers. Kaleida Health may use and disclose your health information if we are unable to obtain your general written consent because of substantial communication barriers, and we believe you would want us to treat you if we could communicate with you.  ","First party use","User Choice/Control"
"32","Communication Barriers. Kaleida Health may use and disclose your health information if we are unable to obtain your general written consent because of substantial communication barriers, and we believe you would want us to treat you if we could communicate with you.  ","Third party sharing/collection","User Choice/Control"
"35","Victims Of Abuse, Neglect Or Domestic Violence. Kaleida Health may release your health information to a public health authority that is authorized to receive reports of abuse, neglect or domestic violence. For example, we may report your information to government officials if we reasonably believe that you have been a victim of such abuse, neglect or domestic violence. Kaleida Health will make every effort to obtain your permission before releasing this information, but in some cases we may be required or authorized to act without your permission.  ","Use","Third Party Sharing/Collection"
"47","Research. As appropriate, Kaleida Health will ask for your written authorization before using your health information or sharing it with others in order to conduct research. However, under some circumstances, Kaleida Health may use and disclose your health information without your written authorization if we obtain approval through a special process to ensure that research without your written authorization poses minimal risk to your privacy. Kaleida Health may also release your health information without your written authorization to people who are preparing a future research project. In the unfortunate event of your death, we may share your health information with people who are conducting research using the information of deceased persons.  ","Use","First Party Collection/Use"
"47","Research. As appropriate, Kaleida Health will ask for your written authorization before using your health information or sharing it with others in order to conduct research. However, under some circumstances, Kaleida Health may use and disclose your health information without your written authorization if we obtain approval through a special process to ensure that research without your written authorization poses minimal risk to your privacy. Kaleida Health may also release your health information without your written authorization to people who are preparing a future research project. In the unfortunate event of your death, we may share your health information with people who are conducting research using the information of deceased persons.  ","Use","Third Party Sharing/Collection"
"47","Research. As appropriate, Kaleida Health will ask for your written authorization before using your health information or sharing it with others in order to conduct research. However, under some circumstances, Kaleida Health may use and disclose your health information without your written authorization if we obtain approval through a special process to ensure that research without your written authorization poses minimal risk to your privacy. Kaleida Health may also release your health information without your written authorization to people who are preparing a future research project. In the unfortunate event of your death, we may share your health information with people who are conducting research using the information of deceased persons.  ","First party use","User Choice/Control"
"47","Research. As appropriate, Kaleida Health will ask for your written authorization before using your health information or sharing it with others in order to conduct research. However, under some circumstances, Kaleida Health may use and disclose your health information without your written authorization if we obtain approval through a special process to ensure that research without your written authorization poses minimal risk to your privacy. Kaleida Health may also release your health information without your written authorization to people who are preparing a future research project. In the unfortunate event of your death, we may share your health information with people who are conducting research using the information of deceased persons.  ","Third party sharing/collection","User Choice/Control"
"62"," 4. Right To Request Additional Privacy Protections    You have the right to request that we further restrict the way Kaleida Health uses and discloses your health information to treat your condition, collect payment for that treatment, or run our business operations. If your restriction applies to disclosure of information to a health plan where you paid in full out of pocket for items or services, and the disclosure is not otherwise required by law, we are required to honor that request. You may also request that we limit how we disclose information about you to family or friends involved in your care. For example, you could request that we not disclose information about a surgery you had. To request restrictions, please write to the Kaleida Health Privacy Officer, 726 Exchange Street Suite 200, Buffalo, NY 14210. Your request should include (1) what information you want to limit; (2) whether you want to limit how we use the information, how we share it with others, or both; and (3) to whom you want the limits to apply.  ","First party use","User Choice/Control"
"62"," 4. Right To Request Additional Privacy Protections    You have the right to request that we further restrict the way Kaleida Health uses and discloses your health information to treat your condition, collect payment for that treatment, or run our business operations. If your restriction applies to disclosure of information to a health plan where you paid in full out of pocket for items or services, and the disclosure is not otherwise required by law, we are required to honor that request. You may also request that we limit how we disclose information about you to family or friends involved in your care. For example, you could request that we not disclose information about a surgery you had. To request restrictions, please write to the Kaleida Health Privacy Officer, 726 Exchange Street Suite 200, Buffalo, NY 14210. Your request should include (1) what information you want to limit; (2) whether you want to limit how we use the information, how we share it with others, or both; and (3) to whom you want the limits to apply.  ","Third party sharing/collection","User Choice/Control"
